R_2Sf1Vut3f1TgHKd,"""Well, I wish I could go back a screen and paste that info in here. Please see the previous field for a response to this question. To that I will add that my remaining concern about online testing is identity confirmation. I have no way of knowing precisely who took the exam, except if I were to hunt down the location of IP addresses. That said, in the large lecture courses that I typically teach, I also cannot feasibly verify identities for in-class exams. Specifically, I don't (and won't) barricade the classroom doors, scrutinize I.D.s, and handout scantrons one at a time as they enter. """,same_as_previous,,,,,,,
R_0oKhAGAqhiKVgNX,"No academic integrity concerns with regard to ""cheating"" given the nature of the course assignments (i.e., independent, take home written work and oral presentations)",oral_exams,written_papers,unconcerned,,,,,
R_1onCUPhQRfLiZ0E,"We have students sign an academic integrity ""question"" on their exams to assert that they understand the code and will follow it. We say that outside consultation with other students, individuals, or internet sites (Google) is forbidden, but our exams are otherwise open book/course content on their platform.",open_book,sign_integrity_code,,,,,,
R_2aDIELLn4oy7rNy,"""1. assignments: I changed it from grading for accuracy to grading for completion. 2. quizzes: the format has been changed to more open-ended and shorter than the in-person ones. 3. exams: I changed it to standardized, computerized, adaptive ones.""",completion_grading,standerized_tests,,,,,,
R_2tlZohIbvRSb9CC,I gave take-home exams and allowed them to use whatever materials they wanted,take_home_exams,,,,,,,
R_3O9eWH7emH7BtmM,I used Lockdown browser for major exams. I also designed my exams to be timed and randomized. I don't feel like I had an academic integrity problem (no more so than usual) during COVID. My grades were consistent with prior years.,lockdown_browser,timed_tests,,,,,,
R_T4WwqSQxQZb4O53,"Most work was paper/written submissions, so Blackboard SafeAssign was helpful. Also important to have trust in graduate students",written_papers,safe_assign,,,,,,
R_R9urgsPVMgTqLaF,"My clases are and were always online. I ask the cooperation to (when possible) use their cameras all the time. And find other forms of direct contact (phone, Skype, web-meeting) to discuss (more than exam) about the class and evaluate the participation and knowledge.",proctored_exam,,,,,,,
R_307EYv4RFgiW672,"I set time limits on quizzes and exams that required the student to focus on the assessment, in the hopes that would deter cheating. I compared the distribution of scores on exams from before the pandemic (in-person) and during the pandemic (online), and did not see a difference in performance in my relatively small class (~35 students). If cheating did occur, I was not aware of it.",timed_tests,,,,,,,
R_2PzKOOn0yHeLdVF,"I ended up making everything open book so that I did not have to police anything. I made the quizzes count for less, and I completely dropped exams. Instead, I had weekly writing assignments.",open_book,no_assessments,written_papers,,,,,
R_1rqRoO7vHJP4Vh1,Was not concerned about academic integrity since this was an internship class and the focus is on skill demonstration.,unconcerned,,,,,,,
R_31FSGNhja32PnoS,"We used RP now for exams. For quizzes, we had reasonable but relatively short time limits and randomized the questions between the students.",RP_exams,timed_tests,,,,,,
R_1NyVWtmGrLfvswm,The only way I actively managed it was 1) to put tremendous credit on the term project and 2) reduced credit for exams,tests_worth_little,projects,,,,,,
R_24Bl50GG9gnxnww,"The majority of the assignments I give require students to read scientific articles and then respond to very specific questions about the methodology and findings of those articles. This involves more than just retrieving concepts from memory -- they have to apply what they've learned in class to what they've read in the articles and then articulate their thoughts in writing. So, the answers to the assignment questions aren't sitting out there on the internet for them to just copy/paste. If they don't do the reading, they won't be able to respond to the questions. They are told that they are free to discuss the articles and assignments with each other (I actually encourage that), but that they actual writing has to come from each of them individually. It is always quite obvious that they are NOT all copy/pasting and submitting the same text.",application_based_questions,written_papers,,,,,,
R_2YMvWaESi0rZX5E,I switched to writing assignments,written_papers,,,,,,,
R_2WZ1vAHPkYDJ5rS,"I gave exams on Blackboard. They were timed, so that students would have limited time to look up answers. I also wrote questions carefully so that they were difficult to Google. They required application of concepts or used specific examples. I gave essay questions ahead of time so that students could paste their responses into the exam. That allowed me to calculate a fair test time based on multiple choice questions alone. I did not use any proctoring software and told students they could use any resources they had, but could not work with each other.",blackboard,timed_tests,essay_based_exam,application_based_questions,,,,
R_vpKTSO9KtxwyzfP,"All assignments/projects/assessments were allowed to be submitted and re-submitted so that students were given multiple opportunities to meet rubric criteria and revise/polish their work to meet academic and their own standards for learning and understanding. Students were given lots of feedback after each submission. Assessments involved applying theory to real world practical problems, wherein students maintained academic integrity by generating unique, creative, and contextually relevant solutions.",application_based_questions,resubmissions_allowed,,,,,,
R_qEZVjMViTlsTs3v,I gave them everything as a take-home work. This included timed submissions where they had certain amount of time to complete once they opened the test.,take_home_exams,timed_tests,,,,,,
R_1rD3FVbOKN57yWz,I gave many unannounced in-class quizzes to check the comprehension of new materials right after their introduction. So the students had to be there and pay attention.,pop_quizzes,,,,,,,
R_1QxVeuN5pqhS8yR,"I went to a military academy where you were kicked out of school if you cheated, so I probably over estimated the integrity of the students, and didn't implement any checks for the midterm, other than telling them to do their own work. After several students cheated on the midterm, I had them sign a statement for the final saying the work they submitted was their own. I don't remember knowing much about how to use an online proctoring tool.",trust_in_students,sign_integrity_code,,,,,,
R_sjwQZjSvOL4N0iZ,"Asked students to keep their cameras on and reminded them of the honor code; also, I placed more emphasis on other class assignments",honor_code,proctored_exam,,,,,,
R_10JkyaqtghvvPfm,"""I gave take-home exams for students to complete. The exams involved considerable thought, and were personalized for each student. Could they cheat? Yes. But these are graduate students, grownups. If they cheat and don't bother to learn the material, they cheat themselves.""",take_home_exams,test_versions,,,,,,
R_3lLJ0ctWXHKfOGE,made questions require context as well as content,application_based_questions,,,,,,,
R_2cpU0t03W588QiF,"Exams were open book, students completed in a Word document and uploaded to Blackboard",open_book,written_papers,,,,,,
R_3fUjQeLbWYhY2Xk,"I ditched the quizzes and tests, opting instead for graded homework and written papers. This was more difficult for me but it was easier to watch for plagiarism (and let the plagiarism algorithm score them) then to monitor tests and quizzes.",written_papers,,,,,,,
R_PtbOw21pU4MF2jn,I assign them written work but not tests.,written_papers,no_assessments,,,,,,
R_DdkxPAgkOOEIdk5,"""Quizzes: Only count for a couple points which I made totally into extra credit. Purpose is to incentivize keeping up with reading. I used zoom polls. The technology worked fine but I advised students that I wasn't totally confident in the technology (I read not to rely on it for quizzes) and that if recording results didn't work for some reason, I would provide an alternative extra credit mechanism. The zoom polls worked fine. I did not care if some students were able to look up their answer in the brief time provided -- it is unlikely that would help unless they had done the reading and made some notes which is what I was trying to encourage. Given the brief time allotted, and the very low stakes, I don't think students """"cheated"""" by contacting each other before the poll closed. For written work, I used safe-assign in Blackboard for academic integrity. It is highly unsatisfactory.""",tests_worth_little,zoom,zoom->polls,safe_assign,,,,
R_Q3Wg7U7OJHejNzb,"Clinical practicum students have an onsite preceptor for their clinical rotations. Case studies, and journal discussions were monitored by myself.",clinicals,proctored_exam,,,,,,
R_3L83vOnqHOsrXho,We allowed for open-book exams and made sure they were written responses that required in depth analysis and independent thinking.,open_book,written_papers,,,,,,
R_3dRiR1mLN9H3dfW,"Implemented numerous safeguards into quizzes - presented questions one at a time, prohibited backtracking on questions, randomized question order, randomized answer order (for multiple choice and matching questions), created question blocks from which quiz questions were randomly drawn, and put a time limit on the quiz. I also created quiz questions that were designed to be open-book, open-note and relied on application of course concepts.",timed_tests,timed_tests->one_q_at_a_time,open_book,open_note,application_based_questions,,,
R_3PXf5ekMhWZBCgv,I kept the time for the quizzes short enough that cheating would hopefully not help a student,timed_tests,,,,,,,
R_vYo0aOyeWA8X3vX,"There are neither exams nor quizzes in the online courses I taught during the 2020/2021 academic year. Of course, academic integrity is a factor for papers, but that is monitored without any of the software you have described.",no_assessments,written_papers,,,,,,
R_3dXM08HWKFjSA8p,I took students at their word,trust_in_students,,,,,,,
R_2fqGPHTepa52Wwd,"Focus on application and not memorization. Allow open book and note exams, but create exams from a random pool of questions and randomize the ordering of answers so that no two students have the same exam experience.",application_based_questions,open_book,test_versions,open_note,,,,
R_3k079VHoAfDLM30,"""Here are various strategies I employed: * permissiveness: allowing students to use a greater variety of resources than would be allowed in class (with appropriate changes to assignments), to reduce the scope of what constitutes cheating * reduced emphasis on exams/quizzes (each one a lower percentage of total grade), to reduce the appeal & benefit of cheating * having students identify an individual who would proctor for them and attest that they did so (I liked this idea a lot, but I don't think it was successful at all as I implemented it; the hope was that this would increase awareness of/attention to the relevant rules & policies) * more quizzes & fewer exams (less time should be harder to cheat) * oral exams (cheating is roughly impossible)""",tests_worth_little,oral_exams,proctored_exam,proctored_exam->by_a_friend,,,,
R_NWiV5Rt0f9plEu5,written statement that they adhered to the academic integrity policy,sign_integrity_code,,,,,,,
R_3JIfP3sdUgTi1XS,"redesigned all the assessments to papers, discussions, and projects.",written_papers,,,,,,,
