StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,IC1,IC2,IC3,Q1,Q2,Q2_16_TEXT,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5,Q6,N1,N2,N3,N4,N5,Q35,Q7,Q7_9_TEXT,Q8,Q9,Q9_7_TEXT,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_14_TEXT,Q30,Q31,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q33_10,Q33_11,Q33_12,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q34_9,Q34_10,Q34_11
12/3/2021 8:07,12/3/2021 8:13,100,324,TRUE,12/3/2021 8:13,R_1gcjj4iwoLqpxgB,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Math,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,not well,No,No,,"without in-person proctoring, there is no way to prevent students from using other resources; or the monitoring measures were too intrusive to the students.","""Applied the GW honor code. Students will very similar and identical solutions were asked to meet with the instructor and explain the similarities.""",Extremely unlikely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 8:09,12/3/2021 8:13,100,264,TRUE,12/3/2021 8:13,R_1jZC3KQIUihjpOR,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Political Science,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,The software physically works but there are always ways to cheat.,No,No,,"Such tools can be evaded, and contribute to a culture of education as disciplining thoughts rather than encouraging critical thinking. I assigned open-book take-home exams without yes/no answers that could be evaluated on the basis of how directly they answered the question, how much relevant class material was used in the answer, and how much independent critical analysis students could bring to bear in their answers.","I would email in-class quizzes and put time limits on how long students had to respond, without telling them this would be the method beforehand. The quizzes had unlimited retakes and counted for a small fraction of the overall grade.",Extremely unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 8:10,12/3/2021 8:17,100,432,TRUE,12/3/2021 8:17,R_2Ygpa6T91hXAiJr,EN,Yes,Yes,Yes,Yes,Elliott School of International Affairs,,International affairs,Unaware,Aware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,The computer program enables test takers to take the exam without opening other windows. It monitors time and maybe monitors keystrokes. I am a lawyer and I think one of my bar exams used exam soft,No,No,,I didn’t know they were available. They would be useful for quizzes.,My goal of quizzes (every class) is to make sure people had incentive to do the homework assignment. During Covid I made the quizzes take home and open book; I used Backboards timing mechanism to make it difficult to look up all the answers. I made them open book bc I could not enforced closed book. In class I don’t worry about people cheating by looking things up online bc they would have to worry about their peers seeing the screens. Still a better software program would be an improvement.,Somewhat unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 8:20,12/3/2021 8:26,100,347,TRUE,12/3/2021 8:26,R_Y5NExEgDkOUjIn7,EN,Yes,Yes,Yes,Yes,Milken Institute School of Public Health,,"biostat, epidemiology, data analysis",Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,they detect unusual activities. if a stdent is spending a lot of time on a single question.,No,Yes,to reduce/eliminate academic dishonesty,not feasible,answer keys are not provided to students. quizzes are timed and students are encouraged to submit their work within 2 hrs of completing the online quiz.,Extremely likely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 11:34,12/3/2021 11:38,100,235,TRUE,12/3/2021 11:38,R_C3Vzye9ndoMM88x,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Statistics,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,I don't know anything about how they work.,No,No,,I have no knowledge of them or their availability.,"The quizzes and exams were administered through Blackboard. Once started, there was a timer that forced completion. I was available through Blackboard Collaborate Ultra if there were questions. Otherwise, I had no choice but to trust the students.",Neither likely nor unlikely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 11:37,12/3/2021 11:41,100,261,TRUE,12/3/2021 11:41,R_2dgVaNawsger4T7,EN,Yes,Yes,Yes,Yes,School of Nursing,,nursing,Unaware,Aware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,"students download the exam or log into a lockdown browser, an online proctor (not me) can see the student on camera during the exam and monitors for academic integrity violations",I'm Unsure,Yes,infection risk from in-person exams (large groups),not my choice,"tried to be consistent with SON policy and handbook, reported violations and referred to the AI office as needed",Extremely likely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 11:38,12/3/2021 11:44,100,366,TRUE,12/3/2021 11:44,R_2fcSVGg2U6c2MXb,EN,Yes,Yes,Yes,Yes,School of Media & Public Affairs,,Video Production,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,yes,No,Yes,During the pandemic and when classes were remote I did give a midterm in one of my classes.,The answers to the exam I created on Blackboard were essays.,"""Remote: Essay answers to exams. We are a lab class where production work is where the majority of the grading is based. Only a midterm to go over videography and editing terms was uses. """,Somewhat likely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 13:14,12/3/2021 13:19,100,297,TRUE,12/3/2021 13:19,R_2z5Rfh5yoJDnxQI,EN,Yes,Yes,Yes,Yes,Graduate School of Education & Human Development,,Counseling,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,No idea.,No,No,,I trust that my students cannot cheat in the the time given,I put time limits that would prohibit students cheating,Extremely unlikely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021 21:37,12/3/2021 21:49,100,689,TRUE,12/3/2021 21:49,R_vCDwu3GQIi0JCHn,EN,Yes,Yes,Yes,Yes,School of Medicine & Health Sciences,,"Informatics, Bioinformatics",Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,"The students are asked to install a special application or software which monitors the students' keyboard strokes and may connect the camera for observation of the process. After the allocated time elapses, the students are asked to submit their exams and the observation software provides additional criteria on the appropriateness of the process.",No,No,,"""The purpose of the online exams is to re-enforce the information provided in the course. I prefer to use the open-book online exams with limited time and more complicated questions types (i.e., instead of just multiple-choice questions, the matching, and multiple-answer questions may be used). Another reason to not use the proctoring service is its poor integration with the Blackboard, if it could be done at all. ""","""Each exam is timed (30-45 min). Each question is presented """"one at a time"""" and has to be submitted prior to getting to the next question. There is no choice to scroll back and change the answers after they are submitted. The questions are randomized for each student so that the order in which the questions are presented differs. Upon submission of the exam, the timing for answering the question is evaluated for an adjustment of the final grade. """,Somewhat unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021 19:14,12/4/2021 19:18,100,213,TRUE,12/4/2021 19:18,R_2al47N2wbxXFDh1,EN,Yes,Yes,Yes,Yes,Elliott School of International Affairs,,Political Science,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,They lock the students' browsers and monitor their movements and activity via a camera and microphone. In some cases their screens are monitored as well.,No,No,,I feel they are too intrusive. There are other ways to assess students' learning besides a proctored exam and I went with those.,"I did not worry about it that much, given the circumstances and stress associated with the pandemic.",Extremely unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2021 0:44,12/5/2021 0:48,100,263,TRUE,12/5/2021 0:48,R_12sxDUBTRANlxAh,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Math,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,Aware,Unaware,"Online proctoring tools require students to install malware on their computers. These tools engage in a variety of monitoring practices, including observing computer inputs, monitoring other software running on the computer, and monitoring the surrounding environment as the students take tests. A lot of them use various ML algorithms to try to determine whether the students are cheating, with all the usual issues of ML facial recognition stuff, but I don't know if that's universal; there's also a certain amount of monitoring by live human employees, I think generally when the ML system flags something potentially problematic.",No,No,,"I think it's deeply unethical to ask students to install malware on their computers to complete class. I'm generally not too concerned by proctoring or monitoring---I studied at institutions that had honor codes and took them seriously, and many of my tests in both undergrad and grad school were unproctored take-home tests, so I'm generally comfortable with the idea.",I posted instructions online and asked the students to follow them. For timed tests I required them to write their start times and end times on the test. There was no monitoring or enforcement.,Extremely unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 4:00,12/6/2021 4:04,100,260,TRUE,12/6/2021 4:04,R_usPmuq57yl9S5FL,EN,Yes,Yes,Yes,Yes,School of Business,,Management,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,"They lock the students' web browsers and only the exam web page is available, and turn on the video to record the students' facial expressions?",No,Yes,Academic integrity; and the seriousness of the exam.,I heard they use up a lot of web bandwidth or computer space that makes the webpage respond very slowly.,"I hold an online zoom session for exams and asked everybody to turn on their videos. It's mandatory, and I framed it as a benefit to them - they'll have real time access to me to ask questions about the exam questions, which usually happens during a real exam. Other than that, I trust their own integrity. We are all adults.",Somewhat unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 7:24,12/6/2021 7:28,100,281,TRUE,12/6/2021 7:28,R_2zcJyOL3rOl9eCd,EN,Yes,Yes,Yes,Yes,Elliott School of International Affairs,,International affairs/Middle East,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,Don't know--I don't use them.,No,No,,"I use BlackBoard for submission of exams. Students are free to consult outside sources--won't help them unless they put together and interpret the information, which is what the exam is all about.","The occasional online class was lecture format. I encouraged students to ask questions and put cameras in when speaking, but that's about it.",Somewhat unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 8:27,12/6/2021 8:29,100,151,TRUE,12/6/2021 8:29,R_3DhdmO3C0hKAjmF,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,CHEM,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,I don't know,No,No,,Too complicated and seemed like a waste of time,Honor code,Extremely unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 8:29,12/6/2021 8:34,100,278,TRUE,12/6/2021 8:34,R_2qgbEu23HZIOAqU,EN,Yes,Yes,Yes,Yes,Other (Please Specify),Naval ROTC,Leadership and Management,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,"They disable other browser tabs or windows, and can report on use of certain sites such as Chegg.",No,No,,"I trust my students, and my exams were open-book which required access to an online textbook.",I reminded my students of the honor code and trusted them to follow it.,Somewhat unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 8:33,12/6/2021 8:35,100,149,TRUE,12/6/2021 8:35,R_26nmfVuk8nYOOT7,EN,Yes,Yes,Yes,Yes,Graduate School of Education & Human Development,,Reading,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,I do not know. I haven't used any.,No,No,,None.,I did not use online assessments. Students submitted assignments through Blackboard.,Extremely unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 9:12,12/6/2021 9:19,100,428,TRUE,12/6/2021 9:19,R_3LbBRoje9wOhQRA,EN,Yes,Yes,Yes,Yes,School of Engineering & Applied Science,,Computer science 1) programming; 2) math background,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,No idea. I never heard of them before.,No,No,,I never knew about them,I trusted and checked submissions for copying,Somewhat likely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 9:34,12/6/2021 9:41,100,446,TRUE,12/6/2021 9:41,R_3DcIECQmJC5rLan,EN,Yes,Yes,Yes,Yes,Milken Institute School of Public Health,,Epidemiology,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Not sure,No,No,,I was aware some existed but honestly didn't have the time to research them. I did use a timed exam during a specified time period.,"""I was aware cheating might take place but only recently became aware of the role of sites like Course Hero (where I have found exam questions in the """"tutoring"""" Q and A). I did look at test performance vs overall performance and didn't find a big difference. Honestly the students who are cheating in my class don't know when someone else (including a tutor) are giving them the right answer so it doesn't seem to help them much (or at least in the cases where I suspect it, it hasn't). Looking into one more thing was just too much for me!!""",Neither likely nor unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 10:28,12/6/2021 10:32,100,185,TRUE,12/6/2021 10:32,R_1eKbeLSPmt46YIu,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Art Therapy,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,I don’t know,No,No,,I do not use exams as an assessment tool for my classes.,N/A,Neither likely nor unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 10:28,12/6/2021 10:35,100,462,TRUE,12/6/2021 10:35,R_3fAw4HjiCRicvSV,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Physics,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,"The software takes control of a students computer so that they can't leave the exam, can't access the internet, and can't access other programs on the computer. I believe many tools use the computer's camera to visually monitor the student to try to prevent using a phone or other unauthorized resources.",No,Yes,"I did not use online exam proctoring in Spring, 2020, and caught a few students posting my exam questions to Chegg mid-exam. That was an unpleasant experience that I hoped to avoid repeating.","They seemed pretty painful for the students to use. I didn't want to make the online exams even more stressful than they already were. Granted, I didn't try the software to see how it worked. I just thought about it, and decided I would take a different approach.","I decided to replace my exams (midterms and finals) with two-week take-home projects, with many scaffolded layers.",Somewhat likely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 10:42,12/6/2021 10:47,100,264,TRUE,12/6/2021 10:47,R_3nIU4hnDI1oIjfQ,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,"History, Judaic Studies",Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,"I think they use the laptop camera to ensure the students' eyeballs are directed at the laptop screen, and they also can keep track of other websites or information being accessed on the same laptop at the same time as the exam.",No,No,,"I had no idea how any of this works, and I figured the best thing would be to give an open-book-type of exam, which I did.","I did not give quizzes, but I didn't do so before the pandemic, either. I changed my exams by removing identifications and connoisseurship-type questions and used only essay questions instead.",Extremely unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 12:11,12/6/2021 12:14,100,170,TRUE,12/6/2021 12:14,R_080f7ur83jJNwu5,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Music,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,N/A,No,No,,not needed for performance based courses in music.,"""did all exams and assessments in the virtual space one-on-one with each student. """,Neither likely nor unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 9:17,12/6/2021 14:05,100,17275,TRUE,12/6/2021 14:05,R_pJyGl4gPSX7l7AR,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,"Russian Language, History of the Russian Press, History of Russian Rock",Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Aware,Unaware,By following the student's eye contact with the computer screen.,No,No,,The exams and tests were in Russian language. I do not believe that online monitoring is very good. A better strategy is to create assessments that work because Internet searches and canned or saved answers will be fruitless.,"""I am very concerned about valid and reliable foreign-language testing. The challenge before me was to create valid and reliable tests that were also cheat-proof. We had to deploy the tests across our Russian language program. That's about 70 students. In the lower-division courses, that involves testing a lot of material acquired through contextualized memorization. We met that challenge by creating tasks that were not googleable. These included dictation, unrestricted cloze activities, and short answers to unpredictable prompts. Students had to write their answers out by hand and photograph their work to submit it. Handwriting is normally how we do tests face-to-face; all Russians handwrite script. That way of doing things made forays to cut and paste from Google unmanageable. Now, were the tests that we came up with reliable? Any new test is sure to have reliability problems. We compared Covid test results with results from similar classes in the past. For students with long track records in our courses, we were able to compare their current performance with previous performance. Finally, we compared written work to oral work. Face-to-face oral work is extremely hard to cheat on. We found that the covid test results correlated well with all those measures, except the speaking results. To our amazement the results on Oral Proficiency Interviews (OPI) for all levels but first year were significantly better than in previous years. We are at a loss to explain that. But we are not complaining. And you can’t cheat on a live OPI. It’s all too obvious when people are reading off the screen. And a slightly unexpected question does the cheater in. That was not the case with this contingent of students.""",Extremely unlikely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 14:47,12/6/2021 14:52,100,316,TRUE,12/6/2021 14:52,R_1q9uhFdqxnWPM7z,EN,Yes,Yes,Yes,Yes,Milken Institute School of Public Health,,Public health nutrition,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Visual or keyboard monitoring of student activities during exams,No,No,,"I feel strongly that students don't need to rote memorize my course material. Exams should be an learning opportunity in an of themselves. They should point out what information the students should know at the end of the course, and if they don't know the material, they should look it up. My exams are open book, and even if students ""collaborate"" during an exam, they are engaging in peer-to-peer learning.",See answer to previous question.,Extremely unlikely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021 16:53,12/6/2021 16:55,100,92,TRUE,12/6/2021 16:55,R_0U0B2olgqyGcKSB,EN,Yes,Yes,Yes,Yes,Milken Institute School of Public Health,,Public Health,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,No idea,No,No,,Didn't need them so didn't know about them,My class only requires paper submission.,Somewhat unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2021 8:38,12/7/2021 8:41,100,208,TRUE,12/7/2021 8:41,R_8ijttwuU0cKUceZ,EN,Yes,Yes,Yes,Yes,Other (Please Specify),Department of Naval Science,Naval Science,Unaware,Unaware,Aware,Unaware,Aware,Unaware,Unaware,Unaware,They allow for a digital record of what was accessed on a particular device while the exam was being taken. Some also access the camera and microphone for recordings.,No,No,,I wasn't aware of how to access the resources.,"Honor code, SafeAssign",Somewhat likely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2021 8:38,12/7/2021 8:43,100,308,TRUE,12/7/2021 8:43,R_27pdl2TZQfXflW7,EN,Yes,Yes,Yes,Yes,Columbian College of Arts & Sciences,,Psychology,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,Unaware,I thought it was a matter of someone monitoring students through their webcam. I did not think online exam proctoring entailed software and monitoring of what students are pulling up on their computer screens that cannot be observed through their webcam.,No,No,,Did not know it was a viable or offered option.,Scored students based on academic papers and writing versus exams and quizzes.,Neither likely nor unlikely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
